SourceGene	TargetGene	PathwayType	Interaction
ESR1	WISP2	regulatory	regulate
ESR1	GREB1	regulatory	regulate
ESR1	BCAS2	regulatory	regulate
ESR1	CYP2A6	regulatory	regulate
ESR1	BCAS3	regulatory	regulate
ESR1	ABCG2	regulatory	regulate
ESR1	PTGIR	regulatory	regulate
ESR1	KLRC3	regulatory	regulate
ESR1	CTSD	regulatory	regulate
ESR1	MTO1	regulatory	regulate
ESR1	MRPL41	regulatory	regulate
ESR1	PADI4	regulatory	regulate
ESR1	TLR2	regulatory	regulate
ESR1	PROS1	regulatory	regulate
ESR1	UCN	regulatory	regulate
ESR1	TLR9	regulatory	regulate
ESR1	AICDA	regulatory	regulate
ESR1	KRT13	regulatory	regulate
ESR1	TFPI	regulatory	regulate
ESR1	UGT2B15	regulatory	regulate
ESR1	CYP2C9	regulatory	regulate
ESR1	BPIFA4P	regulatory	regulate
ESR1	CYP2C19	regulatory	regulate
ESR1	PPARG	regulatory	repress
ESR1	SRC	signaling	activate
ESR1	PIK3R2	signaling	activate
ESR1	ESR2	signaling	activate
ESR1	PIK3R1	signaling	activate
NOTCH1	PTEN	regulatory	regulate
NOTCH1	HES1	regulatory	regulate
NOTCH1	HES5	regulatory	express
NOTCH1	IL17A	regulatory	regulate
NOTCH1	HEYL	regulatory	express
NOTCH1	HEY2	regulatory	express
NOTCH1	HEY1	regulatory	express
NOTCH1	ERBB2	regulatory	express
NOTCH1	FLT4	regulatory	express
NOTCH1	MIR223	regulatory	regulate
NOTCH1	NRG1	regulatory	regulate
NOTCH1	RBPJ	signaling	activate
NOTCH1	DTX3	signaling	activate
NOTCH1	RBPJL	signaling	activate
NOTCH1	DTX2	signaling	activate
NOTCH1	DTX4	signaling	activate
NOTCH1	DTX1	signaling	activate
NOTCH1	DTX3L	signaling	activate
NOTCH1	TCF3	signaling	inhibit
NOTCH1	SNW1	signaling	activate
NOTCH1	HIF1A	signaling	activate
MMP2	VEGFA	signaling	inhibit
MMP2	EDN1	signaling	activate
MMP2	HBEGF	signaling	activate
MMP2	TGFB1	signaling	activate
CCL2	CCR2	signaling	activate
CCL2	CCR4	signaling	activate
PCNA	POLE	signaling	activate
PCNA	POLE2	signaling	activate
PCNA	POLE4	signaling	activate
PCNA	POLD4	signaling	activate
PCNA	POLE3	signaling	activate
PCNA	POLD2	signaling	activate
PCNA	POLD1	signaling	activate
PCNA	POLD3	signaling	activate
TGFA	ERBB2	signaling	activate
TGFA	EPHA2	signaling	activate
TGFA	KIT	signaling	activate
TGFA	FGFR4	signaling	activate
TGFA	FGFR3	signaling	activate
TGFA	NGFR	signaling	activate
TGFA	FGFR1	signaling	activate
TGFA	NTRK1	signaling	activate
TGFA	FLT3	signaling	activate
TGFA	INSRR	signaling	activate
TGFA	CSF1R	signaling	activate
TGFA	EGFR	signaling	activate
TGFA	MET	signaling	activate
TGFA	FLT4	signaling	activate
TGFA	FLT1	signaling	activate
TGFA	INSR	signaling	activate
TGFA	IGF1R	signaling	activate
TGFA	NTRK2	signaling	activate
TGFA	TEK	signaling	activate
TGFA	PDGFRB	signaling	activate
TGFA	PDGFRA	signaling	activate
TGFA	KDR	signaling	activate
TGFA	FGFR2	signaling	activate
APP	GAPDH	signaling	inhibit
APP	NAE1	signaling	activate
CAV1	FYN	signaling	activate
CAV1	LRP6	signaling	activate
CAV1	HMGA1	signaling	activate
EPHA2	GRB2	signaling	activate
EPHA2	ABL1	signaling	activate
EPHA2	SHC1	signaling	activate
EPHA2	EFNA5	signaling	activate
EPHA2	PLCB4	signaling	activate
EPHA2	SHC3	signaling	activate
EPHA2	EFNA1	signaling	activate
EPHA2	SHC2	signaling	activate
EPHA2	PLCB3	signaling	activate
EPHA2	IRS1	signaling	activate
EPHA2	RASA1	signaling	activate
EPHA2	PLCB1	signaling	activate
EPHA2	SHC4	signaling	activate
EPHA2	CRK	signaling	activate
EPHA2	CRKL	signaling	activate
EPHA2	PLCB2	signaling	activate
EPHA2	EFNA3	signaling	activate
EPHA2	EFNA4	signaling	activate
EPHA2	EFNA2	signaling	activate
EPHA2	NGEF	signaling	activate
EPHA2	EPHA2	signaling	activate
RB1	POLE2	regulatory	regulate
RB1	E2F1	signaling	inhibit
RB1	E2F4	signaling	inhibit
RB1	E2F3	signaling	inhibit
RB1	E2F5	signaling	inhibit
RB1	E2F2	signaling	inhibit
RB1	TRIP11	signaling	inhibit
RB1	MYOD1	signaling	activate
RB1	ABL1	signaling	inhibit
YWHAG	BAD	signaling	inhibit
YWHAG	FOXO3	signaling	inhibit
YWHAG	NEFL	signaling	inhibit
YAP1	TP53	regulatory	regulate
YAP1	BIRC5	regulatory	express
YAP1	AREG	regulatory	express
YAP1	AFP	regulatory	express
YAP1	ITGB2	regulatory	express
YAP1	FGF1	regulatory	express
YAP1	CTNNB1	signaling	activate
YAP1	DVL1	signaling	inhibit
YAP1	TEAD1	signaling	activate
YAP1	TEAD	signaling	activate
YAP1	RUNX2	signaling	inhibit
YAP1	SMAD1	signaling	activate
YAP1	TP73	signaling	activate
YAP1	TEAD4	signaling	activate
YAP1	TEAD3	signaling	activate
YAP1	TEAD2	signaling	activate
CASP1	CASP7	signaling	activate
CASP1	IL1B	signaling	activate
CASP1	GSDMD	signaling	activate
CASP1	IL18	signaling	activate
CASP1	IL33	signaling	activate
AR	F2R	regulatory	regulate
AR	CFLAR	regulatory	regulate
AR	VEGFA	regulatory	regulate
AR	CDKN1A	regulatory	regulate
AR	CCND1	regulatory	regulate
AR	IGFBP3	regulatory	regulate
AR	SERPINB5	regulatory	regulate
AR	TP73	regulatory	regulate
AR	CDH1	regulatory	regulate
AR	NANOG	regulatory	regulate
AR	ESR2	regulatory	regulate
AR	MMP2	regulatory	regulate
AR	TGFB1	regulatory	regulate
AR	SGK1	regulatory	regulate
AR	CEBPB	regulatory	regulate
AR	KLK3	regulatory	regulate
AR	MIR21	regulatory	regulate
AR	RARA	regulatory	regulate
AR	ABL1	regulatory	regulate
AR	MUC1	regulatory	regulate
AR	RAD9A	regulatory	regulate
AR	AR	signaling	activate
AR	FGF8	regulatory	regulate
AR	KL	regulatory	regulate
AR	RNF41	regulatory	regulate
AR	MIR22	regulatory	regulate
AR	SMURF1	regulatory	regulate
AR	NR0B1	regulatory	regulate
AR	F9	regulatory	regulate
AR	KLK2	regulatory	regulate
AR	LCP1	regulatory	regulate
AR	PIGR	regulatory	regulate
AR	KLF6	regulatory	regulate
AR	FKBP5	regulatory	regulate
AR	SORD	regulatory	regulate
AR	MME	regulatory	regulate
AR	PMEPA1	regulatory	regulate
AR	ELK4	regulatory	regulate
AR	SRD5A3	regulatory	regulate
AR	CDT1	regulatory	regulate
AR	CEBPD	regulatory	regulate
AR	IGF1	regulatory	regulate
AR	MAD1L1	regulatory	regulate
AR	MIR29A	regulatory	regulate
AR	MIR29B1	regulatory	regulate
AR	MIR99AHG	regulatory	regulate
AR	ADCYAP1	regulatory	regulate
AR	GNMT	regulatory	regulate
AR	ZEB1	regulatory	regulate
AR	BIK	regulatory	regulate
AR	CDC6	regulatory	regulate
AR	SOX4	regulatory	regulate
AR	ADAMTS1	regulatory	regulate
AR	MIR17HG	regulatory	regulate
AR	PDE9A	regulatory	regulate
AR	NKX3-1	regulatory	express
AR	LIPH	regulatory	regulate
AR	BOK	regulatory	regulate
AR	VCAN	regulatory	regulate
AR	SGO2	regulatory	regulate
AR	F7	regulatory	regulate
AR	AATK	regulatory	regulate
AR	PEBP1	regulatory	regulate
AR	KRT33B	regulatory	regulate
AR	ENDOG	regulatory	regulate
AR	KLK4	regulatory	regulate
AR	KRT37	regulatory	regulate
AR	TMPRSS2	regulatory	express
AR	TARP	regulatory	regulate
AR	NR3C1	regulatory	repress
AR	UBE2C	regulatory	express
AR	UCN	regulatory	repress
AR	ERG	regulatory	express
AR	NR5A1	signaling	activate
MIR145	VEGFA	regulatory	regulate
MIR145	SERPINE1	regulatory	regulate
MIR145	ANGPT2	regulatory	regulate
MIR145	HK2	regulatory	regulate
MIR145	BNIP3	regulatory	regulate
MIR145	MYC	regulatory	regulate
MIR145	CTGF	regulatory	regulate
MIR145	SOX2	regulatory	regulate
MIR145	KLF4	regulatory	regulate
MIR145	POU5F1	regulatory	regulate
MIR145	SOCS7	regulatory	regulate
MIR145	ESR1	regulatory	regulate
MIR145	CIITA	regulatory	regulate
MIR145	ABCB1	regulatory	regulate
MIR145	MUC1	regulatory	regulate
MIR145	NEDD9	regulatory	regulate
MIR145	SWAP70	regulatory	regulate
MIR145	PPARG	regulatory	regulate
MIR145	CDK6	regulatory	regulate
MIR145	PPP3CA	regulatory	regulate
MIR145	ZEB2	regulatory	regulate
MIR145	MTDH	regulatory	regulate
MIR145	EGFR	signaling	inhibit
MIR145	SMAD3	regulatory	regulate
MIR145	IRS1	signaling	inhibit
MIR145	NRAS	regulatory	regulate
MIR145	RREB1	regulatory	regulate
MIR145	CFTR	regulatory	regulate
MIR145	FLI1	regulatory	regulate
MIR145	PAK1	regulatory	regulate
MIR145	IGF1R	regulatory	regulate
MIR145	ZFP36	regulatory	regulate
MIR145	ERG	regulatory	regulate
MIR145	HDAC2	regulatory	regulate
MIR145	STAT1	regulatory	regulate
MIR145	CBFB	regulatory	regulate
MIR145	E2F3	regulatory	regulate
MIR145	VASN	regulatory	regulate
MIR145	PARP8	regulatory	regulate
MIR145	ABCE1	regulatory	regulate
MIR145	SOX9	regulatory	regulate
MIR145	E2F5	regulatory	regulate
MIR145	FSCN1	regulatory	regulate
MIR145	DNMT3B	regulatory	regulate
MIR145	PDE8A	regulatory	regulate
MIR145	RPS6KB1	regulatory	regulate
MIR145	RTKN	regulatory	regulate
MIR145	HLTF	regulatory	regulate
MIR145	TMOD3	regulatory	regulate
MIR145	ITGB8	regulatory	regulate
MIR145	ADAM17	regulatory	regulate
MIR145	YES1	regulatory	regulate
MIR145	PAK4	regulatory	regulate
MIR145	FMNL2	regulatory	regulate
MIR145	DFFA	regulatory	regulate
MIR145	ERBB3	regulatory	regulate
MIR145	NUDT1	regulatory	regulate
MIR145	BAG4	regulatory	regulate
MIR145	CTNND1	regulatory	regulate
MIR145	CLINT1	regulatory	regulate
MIR145	CCL20	regulatory	regulate
MIR145	F11R	regulatory	regulate
MIR145	HDAC11	regulatory	regulate
MIR145	MYO5A	regulatory	regulate
MIR145	PCGEM1	regulatory	regulate
MIR145	MMP16	regulatory	regulate
MIR145	GOLM1	regulatory	regulate
MIR145	PRKCB	signaling	inhibit
MIR145	PRKCG	signaling	inhibit
MIR145	PRKCA	signaling	inhibit
MIR145	FGFR3	signaling	inhibit
ATF3	MMP1	regulatory	regulate
ATF3	CDKN1A	regulatory	regulate
ATF3	TNFRSF10B	regulatory	regulate
ATF3	PMAIP1	regulatory	regulate
ATF3	TP53	regulatory	regulate
ATF3	DDIT3	regulatory	regulate
ATF3	SNAI2	regulatory	regulate
ATF3	SELE	regulatory	regulate
ATF3	ATF3	regulatory	regulate
ATF3	RUNX2	regulatory	regulate
ATF3	STAT3	regulatory	regulate
ATF3	ADIPOR1	regulatory	regulate
ATF3	ADIPOR2	regulatory	regulate
ATF3	FN1	regulatory	regulate
ATF3	PENK	regulatory	regulate
ATF3	SNAI1	regulatory	regulate
ATF3	TWIST1	regulatory	regulate
ATF3	GDF15	regulatory	express
STK11	PRKAG2	signaling	activate
STK11	FOXO4	signaling	activate
STK11	PRKAA1	signaling	activate
STK11	PRKAG1	signaling	activate
STK11	PRKAB2	signaling	activate
STK11	FOXO6	signaling	activate
STK11	FOXO1	signaling	activate
STK11	PRKAB1	signaling	activate
STK11	PRKAA2	signaling	activate
STK11	PRKAG3	signaling	activate
STK11	FOXO3	signaling	activate
STK11	STRADA	signaling	activate
STK11	MARK2	signaling	activate
STK11	TP53	signaling	activate
STK11	BRSK1	signaling	activate
STK11	STK11	signaling	inhibit
STK11	MARK1	signaling	activate
STK11	NUAK1	signaling	activate
STK11	SNRK	signaling	activate
STK11	SIK2	signaling	activate
STK11	PTEN	signaling	modulate
STK11	NUAK2	signaling	activate
STK11	SIK1	signaling	activate
STK11	MARK3	signaling	activate
STK11	MARK4	signaling	activate
STK11	MELK	signaling	activate
STK11	BRSK2	signaling	activate
STK11	PAK1	signaling	inhibit
STK11	SIK3	signaling	activate
PTK2	SHC3	signaling	activate
PTK2	UNC5B	signaling	activate
PTK2	MAPK3	signaling	activate
PTK2	BCAR1	signaling	activate
PTK2	PXN	signaling	modulate
PTK2	MAPK12	signaling	activate
PTK2	MAPK1	signaling	activate
PTK2	SHC4	signaling	activate
PTK2	SRC	signaling	activate
PTK2	SHC1	signaling	activate
PTK2	MAPK13	signaling	activate
PTK2	MAPK11	signaling	activate
PTK2	GRB2	signaling	activate
PTK2	AKT1	signaling	activate
PTK2	PIK3CD	signaling	activate
PTK2	UNC5D	signaling	activate
PTK2	SHC2	signaling	activate
PTK2	UNC5C	signaling	activate
PTK2	UNC5A	signaling	activate
PTK2	DCC	signaling	activate
PTK2	PIK3CB	signaling	activate
PTK2	PIK3CA	signaling	activate
PTK2	AKT3	signaling	activate
PTK2	PIK3R2	signaling	activate
PTK2	AKT2	signaling	activate
PTK2	PIK3R1	signaling	activate
PTK2	PIK3R3	signaling	activate
PTK2	FYN	signaling	activate
PTK2	RASGRF1	signaling	modulate
PTK2	MAPK14	signaling	activate
PTK2	ARHGEF2	signaling	activate
PTK2	ACTN1	signaling	inhibit
PTK2	RET	signaling	activate
PTK2	SH3GL1	signaling	modulate
PTK2	ACTN4	signaling	activate
PTK2	PTK2	signaling	activate
APC	ODC1	regulatory	repress
APC	CTNNB1	regulatory	repress
APC	SPATA13	signaling	activate
APC	ARHGEF4	signaling	activate
APOB	LDLR	signaling	activate
EGFR	PTGS2	regulatory	express
EGFR	MIR1-1	regulatory	regulate
EGFR	EGFR	signaling	activate
EGFR	JAK3	signaling	activate
EGFR	CRK	signaling	inhibit
EGFR	PIK3CD	signaling	activate
EGFR	STAT5A	signaling	activate
EGFR	MAPK1	signaling	activate
EGFR	PLCG1	signaling	activate
EGFR	CRKL	signaling	activate
EGFR	GRB2	signaling	modulate
EGFR	HRAS	signaling	activate
EGFR	SHC1	signaling	activate
EGFR	SHC4	signaling	activate
EGFR	JAK1	signaling	activate
EGFR	MAPK3	signaling	activate
EGFR	STAT5B	signaling	activate
EGFR	PLCB4	signaling	activate
EGFR	PLCG2	signaling	activate
EGFR	SHC3	signaling	activate
EGFR	CASP3	signaling	activate
EGFR	CTNNB1	signaling	inhibit
EGFR	SHC2	signaling	activate
EGFR	JAK2	signaling	activate
EGFR	PLCB3	signaling	activate
EGFR	IRS1	signaling	activate
EGFR	SOS1	signaling	activate
EGFR	GAB1	signaling	activate
EGFR	PIK3R3	signaling	activate
EGFR	PLCB1	signaling	activate
EGFR	MAP2K2	signaling	activate
EGFR	PIK3R2	signaling	activate
EGFR	PIK3R1	signaling	activate
EGFR	GAB2	signaling	activate
EGFR	PLCB2	signaling	activate
EGFR	SRC	signaling	activate
EGFR	NRAS	signaling	activate
EGFR	PIK3CA	signaling	activate
EGFR	PTPN11	signaling	activate
EGFR	PIK3CB	signaling	activate
EGFR	KRAS	signaling	activate
EGFR	CTNND1	signaling	modulate
EGFR	SOS2	signaling	activate
EGFR	MAP2K1	signaling	activate
EGFR	PTK2	signaling	activate
EGFR	HGS	signaling	activate
EGFR	ERBB2	signaling	activate
EGFR	MUC1	signaling	activate
EGFR	VAV2	signaling	activate
EGFR	CBL	signaling	activate
EGFR	PIK3C2B	signaling	activate
EGFR	EZR	signaling	modulate
EGFR	HDAC6	signaling	inhibit
EGFR	STAT1	signaling	activate
EGFR	EPS15	signaling	activate
EGFR	ERBB3	signaling	activate
EGFR	PCNA	signaling	activate
EGFR	ESR1	signaling	activate
EGFR	EPB41	signaling	inhibit
EGFR	PLD2	signaling	activate
EGFR	PTPN1	signaling	activate
EGFR	STAT3	signaling	activate
EGFR	NCK2	signaling	activate
EGFR	ANXA1	signaling	activate
EGFR	PKIA	signaling	activate
EGFR	RGS16	signaling	activate
EGFR	RASA1	signaling	modulate
EGFR	CALM1	signaling	inhibit
EGFR	GSTP1	signaling	activate
FHL2	TRAF6	signaling	inhibit
FHL2	TRAF2	signaling	inhibit
FHL2	AR	signaling	activate
HSP90AB1	NOD2	regulatory	express
HSP90AB1	MLKL	signaling	activate
HSP90AB1	RIPK1	signaling	activate
HSP90AB1	MOS	signaling	activate
HSP90AB1	RIPK3	signaling	activate
HSP90AB1	AR	signaling	activate
HSP90AB1	APAF1	signaling	inhibit
HSP90AB1	NOS3	signaling	activate
IFI16	TMEM173	signaling	activate
IFI16	AIM2	signaling	inhibit
DUSP1	MAPK11	signaling	inhibit
DUSP1	MAPK13	signaling	inhibit
DUSP1	MAPK8	signaling	inhibit
DUSP1	MAPK12	signaling	inhibit
DUSP1	MAPK9	signaling	inhibit
DUSP1	MAPK14	signaling	inhibit
DUSP1	MAPK1	signaling	inhibit
DUSP1	MAPK10	signaling	inhibit
DUSP1	MAPK3	signaling	inhibit
CHEK1	CDC25C	signaling	inhibit
CHEK1	TP53	signaling	activate
CHEK1	CDC25A	signaling	inhibit
CHEK1	CDC25B	signaling	activate
CHEK1	MDM4	signaling	inhibit
CHEK1	CHEK1	signaling	activate
CHEK1	RB1	signaling	activate
CHEK1	BLM	signaling	activate
CHEK1	RAD51	signaling	activate
CHEK1	SYK	signaling	inhibit
CHEK1	NEK11	signaling	activate
CHEK1	E2F3	signaling	activate
CHEK1	FANCD2	signaling	activate
CHEK1	FANCE	signaling	activate
CHEK1	TP73	signaling	activate
CHEK1	CDC7	signaling	activate
CHEK1	TLK1	signaling	inhibit
CHEK1	AURKB	signaling	activate
CHEK1	SNCB	signaling	modulate
CHEK1	WEE1	signaling	activate
CHEK1	RASSF1	signaling	modulate
CHEK1	NFKB1	signaling	inhibit
CHEK1	H3F3A	signaling	activate
CHEK1	CLSPN	signaling	activate
DDX3X	IKBKE	signaling	activate
ZFP36	CSF2	signaling	activate
ZFP36	IL6	signaling	activate
MSH2	BLM	signaling	activate
GFI1	MYC	regulatory	regulate
GFI1	BIRC5	regulatory	regulate
GFI1	SOCS1	regulatory	regulate
GFI1	GFI1B	regulatory	regulate
GFI1	MIR196B	regulatory	regulate
GFI1	CYP27B1	regulatory	regulate
GFI1	GUCY1B3	regulatory	regulate
GFI1	ETS1	signaling	inhibit
MIR300	PTTG1	regulatory	regulate
MIR300	TWIST1	regulatory	regulate
CD44	TIAM1	signaling	activate
CD44	VAV2	signaling	activate
CD44	ARHGEF1	signaling	activate
CD44	ARHGEF12	signaling	activate
MIR34A	XIAP	regulatory	regulate
MIR34A	BCL2	regulatory	regulate
MIR34A	VEGFA	regulatory	regulate
MIR34A	LDHA	regulatory	regulate
MIR34A	CCND1	regulatory	regulate
MIR34A	CCNE1	regulatory	regulate
MIR34A	MYC	regulatory	regulate
MIR34A	MYB	regulatory	regulate
MIR34A	FOSL1	regulatory	regulate
MIR34A	CCND3	regulatory	regulate
MIR34A	JAG1	regulatory	regulate
MIR34A	AXIN2	regulatory	regulate
MIR34A	POU5F1	regulatory	regulate
MIR34A	NOTCH1	signaling	inhibit
MIR34A	NOTCH2	signaling	inhibit
MIR34A	HNF4A	regulatory	regulate
MIR34A	SMAD4	regulatory	regulate
MIR34A	CDK4	regulatory	regulate
MIR34A	WNT1	regulatory	regulate
MIR34A	KIT	regulatory	regulate
MIR34A	MAPT	regulatory	regulate
MIR34A	SRC	regulatory	regulate
MIR34A	ZAP70	regulatory	regulate
MIR34A	E2F1	regulatory	regulate
MIR34A	HMGB1	regulatory	regulate
MIR34A	PPARG	regulatory	regulate
MIR34A	CDK6	signaling	inhibit
MIR34A	KCNH2	regulatory	regulate
MIR34A	MET	signaling	inhibit
MIR34A	AIP	regulatory	regulate
MIR34A	FOXP1	regulatory	regulate
MIR34A	HOTAIR	regulatory	regulate
MIR34A	MYCN	regulatory	regulate
MIR34A	TCF7	regulatory	regulate
MIR34A	CD47	regulatory	regulate
MIR34A	PRKCE	regulatory	regulate
MIR34A	MAP2K1	regulatory	regulate
MIR34A	YY1	regulatory	regulate
MIR34A	TP53BP1	regulatory	regulate
MIR34A	AXL	regulatory	regulate
MIR34A	LEF1	regulatory	regulate
MIR34A	MCM5	regulatory	regulate
MIR34A	CD44	regulatory	regulate
MIR34A	E2F3	regulatory	regulate
MIR34A	PDGFRA	regulatory	regulate
MIR34A	MTA2	regulatory	regulate
MIR34A	MCM2	regulatory	regulate
MIR34A	TPD52	regulatory	regulate
MIR34A	DLL1	regulatory	regulate
MIR34A	GAS1	regulatory	regulate
MIR34A	CASP2	regulatory	regulate
MIR34A	MSI1	regulatory	regulate
MIR34A	SIRT1	signaling	inhibit
MIR34A	PDGFRB	regulatory	regulate
MIR34A	SIRT6	regulatory	regulate
MIR34A	IL6R	regulatory	regulate
MIR34A	MAGEA12	regulatory	regulate
MIR34A	KCNK3	regulatory	regulate
MIR34A	SHANK3	regulatory	regulate
MIR34A	KCNH1	regulatory	regulate
MIR34A	GALNT7	regulatory	regulate
MIR34A	FOXJ2	regulatory	regulate
MIR34A	ARAF	regulatory	regulate
MIR34A	MAGEA3	regulatory	regulate
MIR34A	PIK3R2	regulatory	regulate
MIR34A	ULBP2	regulatory	regulate
MIR34A	L1CAM	regulatory	regulate
MIR34A	TREM2	regulatory	regulate
MIR34A	CD274	regulatory	regulate
MIR34A	LMTK3	regulatory	regulate
MIR34A	MAGEA2	regulatory	regulate
MIR34A	MAGEA6	regulatory	regulate
MIR34A	CD24	regulatory	regulate
MIR34A	NOTCH3	signaling	inhibit
MIR34A	NOTCH4	signaling	inhibit
NDRG1	RAB4A	signaling	activate
MIR130B	PTEN	regulatory	regulate
MIR130B	IRF1	regulatory	regulate
MIR130B	MMP2	regulatory	regulate
MIR130B	PPARG	regulatory	regulate
MIR130B	MECP2	regulatory	regulate
MIR130B	STAT3	regulatory	regulate
MIR130B	CSF1	regulatory	regulate
MIR130B	LDLR	regulatory	regulate
MIR130B	SAV1	regulatory	regulate
MIR130B	ZEB1	regulatory	regulate
MIR130B	TP63	regulatory	regulate
MIR130B	STK4	regulatory	regulate
MIR130B	DICER1	regulatory	regulate
MIR130B	TP53INP1	regulatory	regulate
MIR130B	CYP2C9	regulatory	regulate
MIR216B	KRAS	regulatory	regulate
MIR216B	NTRK2	regulatory	regulate
MIR216B	BECN1	regulatory	regulate
MIR216B	CSNK2A1	regulatory	regulate
MIR216B	IGF2BP2	regulatory	regulate
MIR216B	P2RX7	regulatory	regulate
FGF21	TEK	signaling	activate
FGF21	PDGFRB	signaling	activate
FGF21	PDGFRA	signaling	activate
FGF21	NTRK2	signaling	activate
FGF21	KDR	signaling	activate
FGF21	FGFR2	signaling	activate
FGF21	FGFR1	signaling	activate
FGF21	NTRK1	signaling	activate
FGF21	FLT3	signaling	activate
FGF21	CSF1R	signaling	activate
FGF21	EPHA2	signaling	activate
FGF21	KIT	signaling	activate
FGF21	FGFR4	signaling	activate
FGF21	FGFR3	signaling	activate
FGF21	NGFR	signaling	activate
FGF21	IGF1R	signaling	activate
FGF21	MET	signaling	activate
FGF21	EGFR	signaling	activate
FGF21	FLT1	signaling	activate
FGF21	FLT4	signaling	activate
FGF21	INSR	signaling	activate
MIR34C	MYC	regulatory	regulate
MIR34C	FOSL1	regulatory	regulate
MIR34C	NOTCH1	regulatory	regulate
MIR34C	NOTCH2	regulatory	regulate
MIR34C	HNF4A	regulatory	regulate
MIR34C	KIT	regulatory	regulate
MIR34C	MAPT	regulatory	regulate
MIR34C	ZAP70	regulatory	regulate
MIR34C	E2F1	regulatory	regulate
MIR34C	PPARG	regulatory	regulate
MIR34C	MET	regulatory	regulate
MIR34C	KITLG	regulatory	regulate
MIR34C	GABBR2	regulatory	regulate
MIR34C	RUNX2	regulatory	regulate
MIR34C	MYCN	regulatory	regulate
MIR34C	TGIF2	regulatory	regulate
MIR34C	YY1	regulatory	regulate
MIR34C	LEF1	regulatory	regulate
MIR34C	E2F3	regulatory	regulate
MIR34C	PDGFRA	regulatory	regulate
MIR34C	GABRA3	regulatory	regulate
MIR34C	BMF	regulatory	regulate
MIR34C	GRM7	regulatory	regulate
MIR34C	SRSF2	regulatory	regulate
MIR34C	VEZT	regulatory	regulate
MIR34C	MAZ	regulatory	regulate
MIR34C	PDGFRB	regulatory	regulate
MIR34C	IL6R	regulatory	regulate
MIR34C	KCNH1	regulatory	regulate
MIR34C	GALNT7	regulatory	regulate
MIR34C	ULBP2	regulatory	regulate
MIR34C	CD274	regulatory	regulate
MIR1228	TP53	regulatory	regulate
TP63	CDKN1A	regulatory	regulate
TP63	FBXO32	regulatory	regulate
TP63	SFN	regulatory	regulate
TP63	MDM2	regulatory	regulate
TP63	JAG1	regulatory	regulate
TP63	AHR	regulatory	regulate
TP63	NR3C1	regulatory	regulate
TP63	KRT14	regulatory	regulate
TP63	NECTIN1	regulatory	regulate
TP63	ZNRF2	regulatory	regulate
TP63	MIR630	regulatory	regulate
TP63	MIR374A	regulatory	regulate
TP63	STAT6	regulatory	regulate
TP63	CXCR4	regulatory	regulate
TP63	MIR181A1	regulatory	regulate
TP63	TP63	regulatory	regulate
TP63	B4GALT1	regulatory	regulate
TP63	MXD3	regulatory	regulate
TP63	NOTCH2NL	regulatory	regulate
TP63	MARK3	regulatory	regulate
TP63	YTHDF3	regulatory	regulate
TP63	DLX5	regulatory	regulate
TP63	HSF2	regulatory	regulate
TP63	MIR519A1	regulatory	regulate
TP63	MIR519A2	regulatory	regulate
TP63	MIR885	regulatory	regulate
TP63	BNC1	regulatory	regulate
TP63	ZNF750	regulatory	regulate
RASSF1	STK3	signaling	activate
RASSF1	STK4	signaling	activate
RASSF1	TIAM1	signaling	activate
DUSP4	MAPK14	signaling	inhibit
DUSP4	MAPK9	signaling	inhibit
DUSP4	MAPK10	signaling	inhibit
DUSP4	MAPK12	signaling	inhibit
DUSP4	MAPK8	signaling	inhibit
DUSP4	MAPK11	signaling	inhibit
DUSP4	MAPK3	signaling	inhibit
DUSP4	MAPK1	signaling	inhibit
DUSP4	MAPK13	signaling	inhibit
FPR1	GNAQ	signaling	activate
FPR1	GNAS	signaling	activate
NEK2	NEK11	signaling	activate
NEK2	PPP1CC	signaling	inhibit
NEK2	NEK2	signaling	activate
NEK2	NDC80	signaling	activate
NEK2	CEP250	signaling	inhibit
NEK2	SGO1	signaling	activate
CX3CL1	CX3CR1	signaling	activate
MIR486-1	PTEN	regulatory	regulate
MIR486-1	ID4	regulatory	regulate
MIR486-1	PIK3R1	regulatory	regulate
MIR486-1	BCL11A	regulatory	regulate
MIR486-1	SRSF1	regulatory	regulate
MIR486-1	IGF1R	regulatory	regulate
MIR486-1	CLDN10	regulatory	regulate
MIR486-1	IGF1	regulatory	regulate
MIR486-1	SRSF3	regulatory	regulate
MIR486-1	PDGFRB	regulatory	regulate
MIR486-1	CIT	regulatory	regulate
PTTG1	ESPL1	signaling	inhibit
HRAS	RAPGEF5	signaling	inhibit
HRAS	MAPK3	signaling	activate
HRAS	RALGDS	signaling	activate
HRAS	ARHGEF6	signaling	activate
HRAS	PLD1	signaling	activate
HRAS	MAPK13	signaling	activate
HRAS	MAPK14	signaling	activate
HRAS	RGL1	signaling	activate
